id,price
0,4362.322425358249
1,1081.1317965852581
2,16712.44327978777
3,6789.384270263034
4,1484.786297670925
5,2135.976230361705
6,1944.659453250591
7,1805.1645388378545
8,3632.722025139178
9,15984.57177901192
10,3627.5704199469574
11,616.5814636720298
12,713.4528560672906
13,3816.998841955609
14,856.1404857961091
15,4548.525374121954
16,1768.6781812625425
17,4141.791217178601
18,573.1836400491273
19,3822.681136271112
20,792.3676587742555
21,8719.210196685128
22,778.1975098724456
23,11188.419274190486
24,4228.730413056836
25,6878.0758470208875
26,5235.488786714997
27,599.5836704479611
28,2310.5182529382487
29,16727.566811666038
30,684.5260961824856
31,4733.004532217067
32,8517.76721095955
33,5995.410397804511
34,1607.5027733590866
35,1623.007341727391
36,642.0836985786862
37,2339.5388040363987
38,16576.82722446742
39,403.1842032444078
40,934.054606117783
41,6075.537533750722
42,2248.857446534434
43,4937.762223720156
44,1947.568102180617
45,1282.3471894551476
46,5482.529007491112
47,5500.85938843233
48,3596.0335069033117
49,1331.7291819790532
50,523.4385659376392
51,741.3173508802839
52,620.5745014134374
53,2754.9870401617154
54,4672.748100619381
55,799.9847510087446
56,4319.783607050817
57,1982.009911795662
58,2178.742530179558
59,931.0659949597197
60,6159.449703508056
61,8010.102632934094
62,1344.9627201492854
63,4278.308805402441
64,3944.989864184246
65,6473.369207912433
66,2919.8387840929
67,3663.0732780986423
68,796.2348526389504
69,713.9548983114397
70,5311.759772490263
71,4827.035770090394
72,943.2552928485682
73,5047.639671724775
74,2798.380220606361
75,16924.57010770317
76,15247.23548572646
77,13038.200162712734
78,831.8345828078034
79,10969.360582019248
80,3737.9367275437858
81,6655.087096649158
82,6583.938915983178
83,13230.619264191977
84,6345.02220939123
85,12203.253893208914
86,1868.1477597632258
87,8656.372350237529
88,1140.6907327745428
89,1848.9845516778603
90,13647.457835691703
91,5080.2700900967975
92,1730.0798445770176
93,752.7124129103826
94,2602.021828257969
95,1021.9754434536189
96,1090.4066800423425
97,3286.750303776363
98,995.7444000958518
99,9574.619487307591
100,777.3147598667334
101,1780.1405109416867
102,3449.482797919186
103,1023.3442832334799
104,6472.742567435897
105,860.59998647815
106,9695.620898840563
107,1023.3028050782348
108,662.1393106994663
109,4288.47438004667
110,3148.772889673502
111,6575.106675044072
112,1304.3109751661314
113,587.4606758337561
114,4602.085110854133
115,2127.209686294553
116,16742.83950098759
117,1527.6200703472307
118,1075.1247254930809
119,791.0746836147914
120,515.1965043185572
121,13541.823727273064
122,472.2617498752487
123,3453.076002321548
124,12109.766444838395
125,925.9622817190672
126,1244.894473025955
127,2309.3936029554243
128,2663.68416432623
129,4351.166667890661
130,1526.2970331275071
131,2094.0481615044228
132,704.1077813263166
133,692.0474539212638
134,630.5557091291878
135,2721.446955840978
136,503.9308316776485
137,1849.4786972503332
138,4950.280489667655
139,3075.183492598068
140,495.87358638942504
141,8886.584539501462
142,1262.8396081491928
143,16222.175648805749
144,4542.961186940404
145,748.377864106272
146,1534.5249047547943
147,16078.067489469928
148,11778.163361558143
149,5977.764176623462
150,4251.935523857753
151,9804.481866651377
152,629.5633508137914
153,2268.1439058283777
154,4279.859906323282
155,4563.562644836644
156,6939.9963270907165
157,13328.069295675306
158,2087.678188841453
159,12171.393306997312
160,2692.0475794482077
161,3843.839944871253
162,399.5319300588095
163,4551.149057813353
164,2546.416653289179
165,850.0522417814863
166,760.8084376614041
167,4242.1302826230085
168,3366.9563704223797
169,16478.635485415627
170,10071.082395818155
171,10480.92614655265
172,1968.4365911853306
173,12035.486410663749
174,560.4382316897924
175,868.7482216041021
176,951.8078408354626
177,741.3173508802839
178,1253.6373667734515
179,4803.243506635809
180,1148.5850792318072
181,2041.9570456620777
182,2580.325325618675
183,637.0350886312297
184,3076.1582617814124
185,578.4107301850496
186,4817.701416610333
187,6103.691951200472
188,7529.297611848473
